,stid,lat,lon,elev,NAME,STATE,id,DCP Info,Field Maint,Maint Cont
27,LMRM8,44.68667,-112.54167,2071.116,ANTELOPE,MT,2082,Forest Technology System - F6 (F6),Bureau of Land Management - Boise,Modified BLM
28,BRRM8,44.93656,-113.25239,2021.1288000000002,BRENNER,MT,2093,Forest Technology System - F6 (F6),Bureau of Land Management - Boise,Modified BLM
29,RRDM8,44.68286,-111.82589,2035.1496000000002,RED ROCK,MT,2121,Forest Technology System - F6 (F6),Bureau of Land Management - Boise,Modified BLM
30,KYCN2,36.26491,-115.60697,2194.56,KYLE CANYON,NV,2190,Forest Technology System - F6 (F6),Bureau of Land Management - Carson City,Modified BLM
31,MTSN2,36.02225,-115.5075,1706.88,MOUNTAIN SPRINGS,NV,2194,Forest Technology System - F6 (F6),Bureau of Land Management - Carson City,Modified BLM
32,ALFO3,43.92139,-119.59639,1621.536,ALLISON,OR,2208,Forest Technology System - F6 (F6),Bureau of Land Management - Boise,Modified BLM
33,ATFO3,44.03972,-118.41639,1969.008,ANTELOPE,OR,2209,Forest Technology System - F6 (F6),Bureau of Land Management - Boise,Modified BLM
34,BCFO3,44.59811,-119.30765,1453.8960000000002,BOARD CREEK,OR,2217,Forest Technology System - F6 (F6),Bureau of Land Management - Boise,Modified BLM
35,IRFO3,44.32408,-119.76919,1743.1512,BRER RABBIT,OR,2219,Forest Technology System - F6 (F6),Bureau of Land Management - Boise,Modified BLM
36,CEFO3,44.96158,-118.93231,1178.0520000000001,CASE,OR,2230,Forest Technology System - F6 (F6),Bureau of Land Management - Boise,Modified BLM
37,CPFO3,44.15722,-118.47139,1676.4,CRANE PRAIRIE,OR,2238,Forest Technology System - F6 (F6),Bureau of Land Management - Boise,Modified BLM
38,CWFO3,43.84119,-118.95203,1576.4256,CROW FLAT,OR,2239,Forest Technology System - F6 (F6),Bureau of Land Management - Boise,Modified BLM
39,ENFO3,45.87639,-117.61639,1280.16,EDEN,OR,2242,Forest Technology System - F6 (F6),Bureau of Land Management - Boise,Modified BLM
40,FMFO3,44.29694,-119.03694,1813.2552,FALL MOUNTAIN,OR,2245,Forest Technology System - F6 (F6),Bureau of Land Management - Boise,Modified BLM
41,KEEO3,44.66611,-118.92194,1560.576,KEENEY TWO,OR,2264,Forest Technology System - F6 (F6),Bureau of Land Management - Boise,Modified BLM
42,MTTC1,37.40715,-119.34585,1619.4024000000002,MINARETS,CA,2267,Forest Technology System - F6 (F6),Bureau of Land Management - Carson City,Full BLM
43,BTFO3,45.68167,-117.20639,1299.3624,ROBERTS BUTTE,OR,2295,Forest Technology System - F6 (F6),Bureau of Land Management - Boise,Modified BLM
44,TUFO3,45.06639,-119.49111,1298.448,TUPPER,OR,2315,Forest Technology System - F6 (F6),Bureau of Land Management - Boise,Modified BLM
45,BKCU1,38.97924,-112.23886,1979.0664000000002,BLACK CEDAR,UT,2328,Forest Technology System - F6 (F6),Bureau of Land Management - Phoenix,Modified BLM
46,BEUU1,41.17664,-111.92925,1544.4216000000001,BEUS CANYON,UT,2333,Forest Technology System - F6 (F6),Bureau of Land Management - Boise,Modified BLM
47,JVAU1,39.30917,-111.32269,2651.76,JOES VALLEY,UT,2343,Forest Technology System - F6 (F6),Bureau of Land Management - Phoenix,Modified BLM
48,LPRU1,37.39167,-113.03889,2404.8720000000003,LAVA POINT RAWS,UT,2346,Forest Technology System - F6 (F6),National Park Service,Depot BLM
49,BKRC1,36.09345,-118.26108,2473.1472000000003,BLACKROCK,CA,2811,Forest Technology System - F6 (F6),Bureau of Land Management - Carson City,Full BLM
50,JSNC1,35.97113,-118.54074,1427.6832000000002,JOHNSONDALE,CA,2827,Forest Technology System - F6 (F6),Bureau of Land Management - Carson City,Full BLM
51,MTQC1,37.05411,-119.37209,1252.728,MOUNTAIN REST,CA,2832,Forest Technology System - F6 (F6),Bureau of Land Management - Carson City,Full BLM
52,NFRC1,37.23307,-119.50585,829.3608,NORTH FORK,CA,2835,Forest Technology System - F6 (F6),Bureau of Land Management - Carson City,Full BLM
53,OORC1,36.17529,-118.70172,942.1368,OAK OPENING,CA,2836,Forest Technology System - F6 (F6),Bureau of Land Management - Carson City,Full BLM
54,UHLC1,35.88668,-118.64834,1148.4864,UHL,CA,2846,Forest Technology System - F6 (F6),Bureau of Land Management - Carson City,Full BLM
55,IPFI1,44.42051,-111.36741,1931.5176000000001,ISLAND PARK,ID,2854,Forest Technology System - F6 (F6),Bureau of Land Management - Boise,Modified BLM
56,PHRC1,36.69733,-119.0187,1239.3168,PINEHURST,CA,2892,Forest Technology System - F6 (F6),Bureau of Land Management - Carson City,Full BLM
57,WALC1,38.56528,-119.45917,1658.112,WALKER,CA,2893,Forest Technology System - F6 (F6),Bureau of Land Management - Carson City,Modified BLM
58,CGVC1,36.78778,-118.65611,1438.6560000000002,CEDAR GROVE,CA,3244,Forest Technology System - F6 (F6),National Park Service,Depot BLM
59,DKYC1,37.06649,-119.15726,1748.6376,DINKEY,CA,3252,Forest Technology System - F6 (F6),Bureau of Land Management - Carson City,Full BLM
60,FNWC1,36.96213,-119.17556,1597.152,FENCE MEADOW,CA,3253,Forest Technology System - F6 (F6),Bureau of Land Management - Carson City,Full BLM
61,PRHC1,37.01514,-119.5678,374.2944,HURLEY,CA,3267,Forest Technology System - F6 (F6),State and Private Forestry,FTS AOM
62,TR172,37.19147,-119.2672,1389.8880000000001,SNF04 PORTABLE,CA,3298,Forest Technology System - F6 (F6),United States Forest Service,Portable Return BLM
63,OVRC1,37.39101,-118.55257,1417.3200000000002,OWENS VALLEY,CA,3301,Forest Technology System - F6 (F6),State and Private Forestry,FTS AOM
64,RCEC1,37.55983,-118.67841,2164.9944,ROCK CREEK,CA,3311,Forest Technology System - F6 (F6),Bureau of Land Management - Carson City,Full BLM
65,SHVC1,37.13683,-119.26169,1716.6336000000001,SHAVER,CA,3316,Forest Technology System - FWS12S (F12S),State and Private Forestry,FTS AOM
66,TRMC1,36.91105,-119.30659,453.23760000000004,TRIMMER,CA,3325,Forest Technology System - F6 (F6),Bureau of Land Management - Carson City,Full BLM
67,THMI1,44.39583,-112.10806,2019.3000000000002,3 MILE,ID,3338,Forest Technology System - F6 (F6),Bureau of Land Management - Boise,Modified BLM
68,NFFI1,43.79025,-114.4218,1920.24,NORTH FORK,ID,3368,Forest Technology System - F6 (F6),Bureau of Land Management - Boise,Modified BLM
69,CRII1,42.17356,-114.20456,2311.908,COTTON RIDGE,ID,3373,Forest Technology System - F6 (F6),Bureau of Land Management - Boise,Modified BLM
70,ENNM8,45.30215,-111.75415,1541.0688,ENNIS,MT,3392,Forest Technology System - F6 (F6),Bureau of Land Management - Boise,Modified BLM
71,FCRM8,45.33,-112.91278,2262.2256,FRENCH CREEK,MT,3406,Forest Technology System - F6 (F6),Bureau of Land Management - Boise,Modified BLM
72,WHHM8,45.8715,-112.10821,1338.0720000000001,WHITEHALL,MT,3423,Forest Technology System - F6 (F6),Bureau of Land Management - Boise,Modified BLM
73,WRSM8,45.78828,-112.93831,1766.0112000000001,WISE RIVER,MT,3424,Forest Technology System - F6 (F6),Bureau of Land Management - Boise,Modified BLM
74,BLKO3,45.57361,-118.23861,1513.332,BLACK MTN RIDGE,OR,3444,Forest Technology System - F6 (F6),Bureau of Land Management - Boise,Modified BLM
75,MIAC1,37.41925,-119.74544,1300.5816,MIAMI,CA,3446,Forest Technology System - F6 (F6),Bureau of Land Management - Carson City,Full BLM
76,HSQC1,37.31466,-119.0393,2264.9688,HIGH SIERRA,CA,3559,Forest Technology System - F6 (F6),Bureau of Land Management - Carson City,Full BLM
77,MOLC1,36.23118,-118.86903,586.1304,MILO,CA,3568,Forest Technology System - F6 (F6),State and Private Forestry,FTS AOM
78,QFLA3,35.14111,-111.6725,2104.0344,FLAGSTAFF,AZ,3626,Forest Technology System - F6 (F6),Bureau of Land Management - Phoenix,Modified BLM
79,DEMC1,35.53189,-118.63058,720.5472000000001,DEMOCRAT,CA,3712,Forest Technology System - F6 (F6),Bureau of Land Management - Carson City,Full BLM
80,QTUA3,35.98833,-112.12056,2002.536,TUSAYAN,AZ,3740,Forest Technology System - F6 (F6),Bureau of Land Management - Phoenix,Modified BLM
81,DWRN2,36.56924,-115.09051,1837.0296,WAMP SPRINGS,NV,3998,Forest Technology System - F6 (F6),Fish and Wildlife Service,Depot BLM
82,WYNI1,43.04972,-111.37944,1947.9768000000001,DALE BITNER,ID,4034,Forest Technology System - F6 (F6),Fish and Wildlife Service,Depot BLM
83,RLKN2,40.17306,-115.48556,1819.6560000000002,RUBY LAKE,NV,4035,Forest Technology System - F6 (F6),Fish and Wildlife Service,Depot BLM
84,UMTO3,45.91667,-119.56667,82.296,UMATILLA,OR,4038,Forest Technology System - F6 (F6),Fish and Wildlife Service,Depot BLM
85,JSDC1,37.54373,-119.8397,1146.6576,JERSEYDALE,CA,4086,Forest Technology System - F6 (F6),Bureau of Land Management - Carson City,Full BLM
86,BPOC1,38.27194,-119.28917,2026.92,BRIDGEPORT,CA,4093,Forest Technology System - F6 (F6),Bureau of Land Management - Carson City,Modified BLM
87,STNI1,44.16911,-114.92587,1988.2104000000002,STANLEY,ID,4126,Forest Technology System - F6 (F6),Bureau of Land Management - Boise,Modified BLM
88,GALN2,39.37944,-119.83194,1709.928,GALENA,NV,5984,Forest Technology System - F6 (F6),Bureau of Land Management - Carson City,Modified BLM
89,RBVN2,40.72679,-115.24713,2100.3768,RUBY VALLEY,NV,8248,Forest Technology System - F6 (F6),Bureau of Land Management - Boise,Modified BLM
90,TS220,38.85378,-114.70407,2597.2008,ELY #1 PORTABLE,NV,10287,Forest Technology System - F6 (F6),Bureau of Land Management - Boise,Portable Return BLM
91,BKGC1,35.45056,-118.58417,2281.4280000000003,BRECKENRIDGE,CA,10312,Forest Technology System - F6 (F6),Bureau of Land Management - Carson City,Full BLM
92,TS303,41.76937,-111.76672,1596.2376000000002,GREEN CANYON,UT,11222,Forest Technology System - F6 (F6),Bureau of Land Management - Boise,Modified BLM
93,YCGN2,36.40884,-116.3383,637.3368,ASH MEADOWS,NV,11268,Forest Technology System - F6 (F6),Fish and Wildlife Service,Depot BLM
94,PIVC1,35.44451,-118.27883,1973.5800000000002,PIUTES,CA,12673,Forest Technology System - F6 (F6),Bureau of Land Management - Carson City,Full BLM
95,AZPA3,35.62667,-113.25361,1673.352,AZTCA_PORT1,AZ,13134,Forest Technology System - F6 (F6),Bureau of Indian Affairs,Portable Return BLM
96,TS566,36.40861,-116.33833,659.5872,DESERT NWR PORTABLE,NV,14609,Forest Technology System - F6 (F6),Fish and Wildlife Service,Depot BLM
97,TSHC1,36.49139,-118.82528,527.304,ASH MOUNTAIN,CA,14739,Forest Technology System - F6 (F6),National Park Service,Depot BLM
98,TS586,43.19584,-112.34203,1370.9904000000001,NWS IWOS 2 (EISF),ID,15172,,,
99,PEPC1,36.0734,-118.54136,2250.9480000000003,PEPPERMINT,CA,15752,Forest Technology System - F6 (F6),Bureau of Land Management - Carson City,Full BLM
100,EPWC1,37.67533,-119.78792,631.8504,EL PORTAL,CA,15796,Forest Technology System - F6 (F6),Bureau of Land Management - Carson City,Modified BLM
101,WWNC1,37.53447,-119.64497,1313.3832,WAWONA,CA,15797,Forest Technology System - F6 (F6),Bureau of Land Management - Carson City,Modified BLM
102,TMNC1,35.07139,-118.48111,1728.8256000000001,KRN02 QD,CA,17796,Forest Technology System - F6 (F6),State and Private Forestry,FTS FES
103,TPHC1,35.60381,-118.48564,760.476,KRN01 QD,CA,17797,Forest Technology System - F6 (F6),State and Private Forestry,FTS FES
104,LYQC1,35.61167,-118.405,957.3768,LYNCH CANYON,CA,18708,Forest Technology System - F6 (F6),State and Private Forestry,FTS FES
105,KRTC1,35.23667,-118.68472,629.1072,KRN03 QD,CA,18709,Forest Technology System - F6 (F6),State and Private Forestry,FTS FES
106,FSBC1,37.25183,-119.15827,2154.936,SNF06 PORTABLE,CA,21442,Forest Technology System - F6 (F6),Bureau of Land Management - Boise,Portable Return BLM
107,DEXC1,37.83888,-118.77189,2432.6088,DEXTER,CA,21769,Forest Technology System - F6 (F6),Bureau of Land Management - Carson City,Full BLM
108,HRKM8,44.465,-112.95194,2560.32,HARKNESS,MT,24680,Forest Technology System - F6 (F6),Bureau of Land Management - Boise,Modified BLM
109,BTKM8,44.9475,-111.96111,2119.5792,BURNT CREEK,MT,24770,Forest Technology System - F6 (F6),Bureau of Land Management - Boise,Modified BLM
110,HFLC1,35.25111,-118.60028,818.388,HART FLAT,CA,24973,Forest Technology System - F6 (F6),State and Private Forestry,FTS FES
111,TWMC1,35.3625,-119.82333,985.1136,TWISSELMAN,CA,24974,Forest Technology System - F6 (F6),State and Private Forestry,FTS FES
112,WOCC1,35.70611,-118.8325,484.9368,WOODY,CA,25118,Forest Technology System - F6 (F6),State and Private Forestry,FTS FES
113,POCN2,41.87677,-115.25817,2591.4096,POLE CREEK,NV,26457,Forest Technology System - F6 (F6),Bureau of Land Management - Boise,Modified BLM
114,SLCM8,45.60475,-113.34628,1952.2440000000001,STEELE CREEK,MT,27651,Forest Technology System - F6 (F6),Bureau of Land Management - Boise,Modified BLM
115,KNXN2,39.27283,-119.963,2306.7264,KNOX 2,NV,28390,Forest Technology System - F6 (F6),"Cooperator, Contractor, etc.",FTS AOM
116,RCKI1,42.09101,-113.63123,1623.0600000000002,CITY OF ROCKS,ID,29095,Forest Technology System - F6 (F6),National Park Service,Depot BLM
117,TS960,43.20253,-116.02547,918.0576000000001,IDARNG2_RG14,ID,29466,Forest Technology System - F6 (F6),Bureau of Land Management - Boise,
118,TS961,43.27294,-116.15108,1007.0592,IDARNG1_RG2,ID,29467,Forest Technology System - F6 (F6),Bureau of Land Management - Boise,
119,TS962,43.10586,-115.99728,894.2832000000001,IDARNG3_D2,ID,29468,Forest Technology System - F6 (F6),Bureau of Land Management - Boise,
120,LLGI1,44.14333,-115.31354,1475.8416,NRAWS 9 (WARM SPG AIRSTP),ID,30316,Vaisala - 555 (H555),National Weather Service,Other
121,TT005,43.565,-116.20833,873.2520000000001,RAWS TRAINING  F6/G6 #2,ID,30539,Forest Technology System - F6 (F6),Bureau of Land Management - Boise,Depot BLM
122,LCRI1,43.44631,-115.35639,1494.7392,NRAWS 13 (LESTER CREEK),ID,30579,Vaisala - 555 (H555),National Weather Service,Other
123,TT088,43.565,-116.20833,857.7072000000001,RAWS TRAINING F6/G6 #1,ID,31568,Forest Technology System - F6 (F6),Bureau of Land Management - Boise,Depot BLM
124,TICU1,40.40337,-112.01437,1582.2168000000001,TICKVILLE,UT,34123,Campbell Scientific - CR1000 (CR1K),"Cooperator, Contractor, etc.",Other
125,TT255,40.40653,-112.07707,1666.9512,OAK SPRINGS,UT,41897,Campbell Scientific - CR1000 (CR1K),Department of Defense,Other
126,TT289,43.63374,-116.17169,994.5624,CRESTLINE TRAIL,ID,43813,Forest Technology System - F6 (F6),State and Private Forestry,Depot BLM
127,TT325,43.57167,-116.28322,840.9432,DENNIS TECH CENTER,ID,44819,Vaisala - 555 (H555),"Cooperator, Contractor, etc.",Other
128,SKYN2,39.023,-119.94086,2011.3752000000002,SKYLAND,NV,46992,Forest Technology System - F6 (F6),Bureau of Land Management - Carson City,Full BLM
129,TT353,45.14538,-116.31475,1645.92,CDA-BLM 3 QD,ID,47389,Forest Technology System - F6 (F6),Bureau of Land Management - Boise,Portable Return BLM
130,TT390,40.38725,-113.03231,1583.1312,DUGWAY-N,UT,48433,Forest Technology System - F6 (F6),Bureau of Land Management - Boise,Full BLM
131,TT391,40.16372,-112.89089,1336.548,DUGWAY-S,UT,48434,Forest Technology System - F6 (F6),Bureau of Land Management - Boise,Full BLM
132,TT392,40.11558,-113.11119,1325.2704,DUGWAY-W,UT,48435,Forest Technology System - F6 (F6),Bureau of Land Management - Boise,Full BLM
133,MNMC1,36.22402,-118.66545,2142.744,MTN HOME,CA,63127,Forest Technology System - F6 (F6),"Cooperator, Contractor, etc.",FTS AOM
134,MPVN2,41.6775,-117.30719,1962.6072000000001,MARTIN CREEK,NV,87096,Forest Technology System - F6 (F6),Bureau of Land Management - Boise,Full BLM
135,XOMC1,38.38056,-119.45083,2018.9952,POST FIRE TEMPORARY GAGE 13 - BOOT FIRE 2018,CA,87149,,,
136,LIB05,38.6412,-119.52023,1538.3256000000001,TPZ1261PARK RANCH,CA,92093,,,
137,LIB06,38.53392,-119.50416,1671.5232,TPZ1261-WALKER,CA,92382,,,
138,LIB26,38.52195,-119.45609,1682.1912,TPZ1261-EASTSIDE LANE,CA,157426,,,
139,TT662,36.68625,-118.9505,1459.3824,SQF03 PORTABLE,CA,160400,Forest Technology System - F6 (F6),United States Forest Service,Portable Return BLM
140,TT663,36.69703,-118.95262,1514.856,SQF02 PORTABLE,CA,160401,Forest Technology System - F6 (F6),United States Forest Service,Portable Return BLM
141,NV031,36.27055,-115.56638,1926.6408000000001,MID KYLE CANYON,NV,171975,,,
142,NV033,36.32866,-115.53901,1959.864,LOWER ANGEL PEAK,NV,172020,,,
143,NV034,36.04978,-115.40534,1026.5664000000002,BLUE DIAMOND,NV,172119,,,
144,NV035,35.45998,-114.9384,1046.988,SEARCHLIGHT,NV,172120,,,
145,NV038,35.81024,-115.59044,841.8576,SANDY VALLEY,NV,172194,,,
146,NV039,36.1744,-115.11404,558.0888,ARTESIAN SUB,NV,172211,,,
147,NV040,36.34812,-115.50602,1631.2896,LUCKY STRIKE,NV,172215,,,
148,NV041,36.26532,-115.65635,2395.4232,UPPER KYLE CANYON,NV,172217,,,
149,NV042,36.65794,-114.63883,484.632,REID GARDNER SUB,NV,172227,,,
150,NV043,40.98404,-117.69735,1353.0072,WINNEMUCCA,NV,174289,,,
151,NV046,40.7368,-115.47087,1772.7168000000001,LAMOILLE,NV,174429,,,
152,NV047,40.95047,-115.58893,1585.5696,NE ELKO,NV,174430,,,
153,NV048,40.87231,-115.80462,1700.4792,NORTH ELKO,NV,174431,,,
154,NV050,41.30727,-117.63897,1338.3768,PARADISE HILL,NV,174884,,,
155,XMPC1,38.39739,-119.52522,3007.4616,MEAN PEAK,CA,174916,Forest Technology System - F6 (F6),Bureau of Land Management - Carson City,Full BLM
156,XMLC1,38.47,-119.50578,2309.4696,MILL CANYON,CA,174929,Forest Technology System - F6 (F6),Bureau of Land Management - Carson City,Full BLM
157,NV051,39.5334,-119.90447,1573.9872,NORTH LAWTON,NV,175803,,,
158,NV052,39.49504,-119.97621,1649.2728000000002,SOUTH VERDI,NV,175812,,,
159,NV053,39.34644,-119.78148,1468.5264,PLEASANT VALLEY,NV,175821,,,
160,NV054,39.19069,-119.69174,1446.5808000000002,EAST CARSON,NV,175822,,,
161,NV055,39.08851,-119.81516,1568.1960000000001,JACKS VALLEY,NV,175825,,,
162,NV058,38.83427,-119.39983,1486.8144,SMITH VALLEY,NV,175842,,,
163,NV059,38.68434,-119.18612,2499.0552000000002,PINE GROVE MOUNTAIN,NV,175843,,,
164,NV060,39.76765,-119.63053,1332.5856,PALOMINO VALLEY,NV,175844,,,
165,NV061,38.71083,-119.54281,1815.6936,WILD OAT MOUNTAIN,NV,175845,,,
166,NV062,38.77885,-119.59097,1818.132,DOUBLE SPRING,NV,175846,,,
167,NV063,39.56007,-119.51854,1306.068,TRACY,NV,175866,,,
168,NV064,39.67836,-119.93896,1626.1080000000002,EAST COLD SPRINGS,NV,175872,,,
169,NV066,38.88148,-119.68968,1513.9416,RUHENSTROTH,NV,175877,,,
170,NV067,39.15602,-119.80996,1591.9704000000002,KINGS CANYON,NV,176007,,,
171,LIB31,38.94305,-119.93573,2090.3184,STL3101 LEDGE CT.,CA,180914,,,
172,MMTC1,37.37642,-119.17927,2737.7136,MOUNT TOM,CA,3293,Forest Technology System - F6 (F6),Bureau of Land Management - Carson City,Full BLM
173,LLEI1,43.57711,-116.06812,1307.8968,NRAWS 6 (HIGHLAND VALLEY),ID,30137,Vaisala - 555 (H555),National Weather Service,Other
174,TT379,43.565,-116.20833,865.9368000000001,PRAWS 12,ID,47941,,,
175,TR368,44.39781,-113.97289,2674.0104,S-C PORTABLE #1,ID,3576,Forest Technology System - F6 (F6),United States Forest Service,Portable Return BLM
176,TT636,43.86572,-113.22061,2158.5936,S-C PORTABLE #3,ID,153359,Forest Technology System - F6 (F6),United States Forest Service,Portable Return BLM
177,WAGI1,43.57197,-115.32753,1881.2256,WAGONTOWN,ID,8603,Forest Technology System - F6 (F6),Bureau of Land Management - Boise,Modified BLM
178,TT101,45.07172,-116.40208,1539.24,PAYETTE PORTABLE #1,ID,31822,Forest Technology System - F6 (F6),United States Forest Service,Portable Return BLM
179,TT103,42.2432,-119.99412,1771.1928,LAKEVIEW BLM FUELS QD#2,OR,31856,Forest Technology System - F6 (F6),Bureau of Land Management - Boise,Portable Return BLM
180,TT382,43.565,-116.20833,862.5840000000001,PRAWS 15,ID,47944,Forest Technology System - F6 (F6),Bureau of Land Management - Boise,Project RAWS
181,TT084,38.81762,-111.44934,2537.7648,FISHLAKE D4 PT #4,UT,31400,Forest Technology System - F6 (F6),,Portable Return BLM
182,LIB03,38.78265,-119.81786,1685.2392,MUL1296-WOODFORDS,CA,92086,,,
183,TR421,40.32225,-115.4625,2057.4,H-T PORTABLE #3,NV,3747,Forest Technology System - F6 (F6),United States Forest Service,Portable Return BLM
184,POJC1,38.072,-119.98489,1891.8936,STF03 PORTABLE,CA,25944,Forest Technology System - F6 (F6),United States Forest Service,Portable Return BLM
185,TT209,38.24083,-119.88944,2697.48,STF04 PORTABLE,CA,39950,Forest Technology System - F6 (F6),United States Forest Service,Portable Return BLM
186,TS674,42.82714,-118.88889,1281.0744,MALHEUR PORTABLE,OR,21233,Forest Technology System - F6 (F6),Fish and Wildlife Service,Portable Return BLM
187,TT074,43.565,-116.20833,873.2520000000001,IRAWS 2,ID,31301,Forest Technology System - F6 (F6),Bureau of Land Management - Boise,Incident RAWS
188,TT033,43.565,-116.20833,873.2520000000001,IRAWS 4,ID,30933,,,
189,TT075,43.565,-116.20833,873.2520000000001,IRAWS 3,ID,31302,,,
190,TT076,41.29631,-116.31823,2106.4728,IRAWS 6 (COTTON 1),NV,31303,,,
191,TT077,41.60889,-116.2864,1698.0408,IRAWS 7 (COTTONWOOD 2),NV,31304,,,
192,TT079,43.565,-116.20833,873.2520000000001,IRAWS 9,ID,31306,Forest Technology System - F6 (F6),Bureau of Land Management - Boise,Incident RAWS
193,TT080,43.56506,-116.20833,873.2520000000001,IRAWS 10,ID,31307,,,
194,TT010,43.565,-116.20833,873.2520000000001,IRAWS 13,ID,30670,,,
195,TT012,43.565,-116.20833,873.2520000000001,IRAWS 15,ID,30672,,,
196,TT081,43.565,-116.20833,873.2520000000001,IRAWS 11,ID,31308,,,
197,TT082,43.565,-116.20833,873.2520000000001,IRAWS 12,ID,31309,,,
198,TT013,43.565,-116.20833,873.2520000000001,IRAWS 16,ID,30673,,,
199,TT015,43.565,-116.20833,873.2520000000001,IRAWS 17,ID,30802,,,
200,TT016,43.565,-116.20833,862.5840000000001,IRAWS 18,ID,30803,,,
201,TT371,43.565,-116.20833,873.2520000000001,PRAWS 5,ID,47855,,,
202,TT374,43.565,-116.20833,862.5840000000001,PRAWS 7,ID,47936,,,
203,TT753,36.82331,-118.19012,1191.768,CALFIRE PORTABLE 35,CA,177857,Forest Technology System - F6 (F6),State and Private Forestry,FTS AOM
204,TS683,39.50267,-117.08144,1915.0584000000001,H-T PORTABLE #5,NV,21690,Forest Technology System - F6 (F6),United States Forest Service,Portable Return BLM
205,TT375,43.565,-116.20833,862.5840000000001,PRAWS 8,ID,47937,Forest Technology System - F6 (F6),Bureau of Land Management - Boise,Project RAWS
